masterId,parentId,itemGuid,Item,Sales Category,Item tags,Deferred,Qty sold,Avg. price,Avg. item price (not incl. mods),Item COGS,Gross sales,Discount amount,Refund amount,Void amount,Net sales,COGS,Gross profit,Gross margin (%),Tax,Waste count,Waste amount
"",,,,,,,7049.0,8.32,7.80,,58653.35,797.53,0.0,136.10,57855.82,,,,5034.79,0.0,0.0
400000005016435301,400000005016425582,c4464422-b60f-46cb-9cdc-f1aee0108a36,Large Kimchi Fry,Food,[],false,284.0,13.53,11.00,,3843.5,25.0,0.0,0.0,3818.5,,,,325.64,0.0,0.0
400000005016435303,400000005016425582,06af090d-dfec-4bb5-be16-42e7f5bde29b,Small Kimchi Fry,Food,[],false,383.0,9.55,8.00,,3657.0,34.75,0.0,8.0,3622.25,,,,308.05,0.0,0.0
400000005016435305,400000005016425582,e216a4df-b696-4c10-b08e-a0d64c2d4e45,Large Plain Fry,Food,[],false,35.0,6.31,6.00,,221.0,3.5,0.0,0.0,217.5,,,,18.52,0.0,0.0
400000005016435307,400000005016425582,37f85d67-424e-4320-98f1-892e08cac347,Small Plain Fry,Food,[],false,132.0,4.27,4.00,,564.0,14.0,0.0,8.0,550.0,,,,46.43,0.0,0.0
400000005016435309,400000005016425582,acffddd8-08b8-4cec-af00-cf9e308392fc,Spring Rolls,Food,[],false,143.0,6.53,6.50,,934.5,13.0,0.0,0.0,921.5,,,,78.06,0.0,0.0
400000005016435313,400000005016425582,af231502-25f8-4a29-87c8-4ef41c10e246,Calamari App,Food,[],false,25.0,18.00,18.00,,450.0,27.0,0.0,0.0,423.0,,,,35.96,0.0,0.0
400000005016435317,400000005016425582,bbdec03e-9fba-4cb5-9102-f8e066a79a4c,Fritter App,Food,[],false,20.0,6.50,6.50,,130.0,0.0,0.0,0.0,130.0,,,,11.0,0.0,0.0
400000005016435319,400000005016425582,8fe98cba-be53-450d-b257-c962f67d7789,Children's Popcorn Chicken,Food,[],false,77.0,5.99,5.95,,461.15,42.2,0.0,0.0,418.95,,,,35.82,0.0,0.0
400000005016435321,400000005016425582,d0759de4-06f5-499b-bfe8-ab80c6bf88fb,Adult Popcorn Chicken,Food,[],false,85.0,9.00,8.95,,764.75,81.64,0.0,0.0,683.11,,,,58.02,0.0,0.0
400000005016435323,400000005016425582,14487ae4-73a4-4321-ac69-7b4fba0061ca,Wonton Chips,Food,[],false,28.0,1.50,1.50,,42.0,3.0,0.0,0.0,39.0,,,,3.37,0.0,0.0
400000005016441268,400000005016425588,f8498140-bcb1-4607-842b-6a4fff13a395,Fried Chicken Banh Mi,Food,[],false,209.0,11.65,11.55,,2434.95,0.0,0.0,0.0,2434.95,,,,204.73,0.0,0.0
400000005016441270,400000005016425588,d0a9b052-8719-470e-b105-4ff4e51c0880,Fritter Banh Mi,Food,[],false,27.0,10.59,10.55,,285.85,12.12,0.0,0.0,273.73,,,,22.54,0.0,0.0
400000005016441272,400000005016425588,dfd0d51b-be04-4422-8a1f-53ac569f81e5,Portobello Banh Mi,Food,[],false,21.0,11.10,10.55,,233.05,5.28,0.0,0.0,227.77,,,,19.43,0.0,0.0
400000005016441278,400000005016425588,5dc8124f-6287-496f-8485-f6706a02998c,Calamari Banh Mi,Food,[],false,16.0,14.50,14.50,,232.0,0.0,0.0,14.5,232.0,,,,19.68,0.0,0.0
400000005016441280,400000005016425588,b0aa1217-167a-4391-91fd-d5ef8a420bb9,Shrimp Banh Mi,Food,[],false,45.0,13.15,12.75,,591.75,22.62,0.0,0.0,569.13,,,,48.62,0.0,0.0
400000005530876011,400000005016425588,3ad093fa-024d-4d59-a674-4290dfdd91ee,Fried Vegan Chik'n Banh Mi,Food,[],false,60.0,11.73,11.55,,703.5,14.26,0.0,11.55,689.24,,,,58.53,0.0,0.0
400000045110163477,400000005016425588,2f92cf35-df8c-42d1-8879-679af6b21d40,Pork Banh Mi,Food,[],false,439.0,10.85,10.55,,4761.45,42.22,0.0,0.0,4719.23,,,,400.72,0.0,0.0
400000045110908413,400000005016425588,0f522993-8911-41bd-8e38-d4515823a740,Pesto Banh Mi,Food,[],false,134.0,10.74,10.55,,1438.7,5.28,0.0,0.0,1433.42,,,,121.36,0.0,0.0
400000005177816823,400000005177874151,5fce8595-49c9-465e-9a46-06b1688ef7c8,Veggie Burger,Food,[],false,8.0,11.98,9.95,,95.85,37.98,0.0,9.95,57.87,,,,4.92,0.0,0.0
400000005107546501,400000005177874151,1902dde4-face-49bd-b925-946333d43a14,VEGAN Fried Chik'n Brioche,Food,[],false,30.0,10.12,9.95,,303.5,0.0,0.0,0.0,303.5,,,,25.91,0.0,0.0
400000005016441262,400000005177874151,daba44ca-7129-4792-a7c9-d7c09c007afe,Fried Chicken Brioche,Food,[],false,89.0,10.07,9.95,,896.05,32.1,0.0,0.0,863.95,,,,73.74,0.0,0.0
400000005016436296,400000005016425586,ff82921b-39c2-4080-a4e2-26fa47d64446,The Pao,Food,[],false,592.0,13.43,12.95,,7952.4,50.33,0.0,15.95,7902.07,,,,670.72,0.0,0.0
400000005016436298,400000005016425586,834f981f-cf31-44e0-9b3f-666086031e81,The Pesto,Food,[],false,364.0,13.60,12.95,,4950.8,6.48,0.0,0.0,4944.32,,,,419.4,0.0,0.0
400000005016436750,400000005016425586,0b5f9650-f21b-4732-ae6b-e59f2f611f89,The Fritz,Food,[],false,42.0,13.20,12.95,,554.4,6.48,0.0,0.0,547.92,,,,46.57,0.0,0.0
400000005016436752,400000005016425586,b90246dd-630a-43aa-a085-1a331aa4fce4,The Shroom,Food,[],false,55.0,14.95,13.95,,822.25,10.22,0.0,14.95,812.03,,,,67.89,0.0,0.0
400000005016436758,400000005016425586,9145c005-db47-4e0e-85cc-7255c89480e4,The Jam,Food,[],false,286.0,15.21,14.50,,4349.0,59.5,0.0,0.0,4289.5,,,,364.34,0.0,0.0
400000005016436760,400000005016425586,2a9c5961-ed48-40b5-819b-0be70ee29420,The Shrimp,Food,[],false,192.0,15.41,14.95,,2957.9,28.92,0.0,0.0,2928.98,,,,246.42,0.0,0.0
400000005016436762,400000005016425586,14d18f8f-51f0-4eab-86d6-e56c43766927,The Squid,Food,[],false,43.0,17.46,16.95,,750.85,0.0,0.0,0.0,750.85,,,,63.83,0.0,0.0
400000005016436764,400000005016425586,1733dbc1-a92b-40bb-980f-c33244080ea3,Fried Chicken Bowl,Food,[],false,223.0,14.26,13.95,,3180.35,20.94,0.0,0.0,3159.41,,,,268.24,0.0,0.0
400000005016447212,400000005016425586,3363755f-95fd-47e4-b788-341af7d486bc,Plain Rice Bowl,Food,[],false,6.0,11.28,10.95,,67.7,0.0,0.0,0.0,67.7,,,,5.76,0.0,0.0
400000014296451329,400000005016425586,c6df9550-bd4a-48a4-a83c-b2779816c915,Vegan Fried Chix (NOT VEGAN) Rice Bowl,Food,[],false,9.0,13.95,13.95,,125.55,13.95,0.0,0.0,111.6,,,,9.52,0.0,0.0
400000005016441932,400000005016425584,6c75f39e-ad19-4dd4-b559-ff291c64e3ad,Kung Pao Pork Salad,Food,[],false,56.0,11.02,10.55,,617.3,5.28,0.0,0.0,612.02,,,,52.19,0.0,0.0
400000005016441934,400000005016425584,a991ea48-5307-412d-9186-c84970ca901d,Pesto Chicken Salad,Food,[],false,72.0,11.14,10.55,,802.1,0.0,0.0,0.0,802.1,,,,68.37,0.0,0.0
400000005016441936,400000005016425584,3a3b0ebd-3cc7-4126-8004-7e09af17db70,Fried Chicken Salad,Food,[],false,32.0,12.13,11.55,,388.1,0.0,0.0,0.0,388.1,,,,32.97,0.0,0.0
400000005016441938,400000005016425584,5140cfed-479c-410a-8b71-546a7eeedc52,Fritter Salad,Food,[],false,22.0,10.89,10.55,,239.6,26.39,0.0,0.0,213.21,,,,18.16,0.0,0.0
400000005016441940,400000005016425584,e337f5af-6900-4b9b-a88b-beaf83465200,Portobello Salad,Food,[],false,9.0,10.55,10.55,,94.95,0.0,0.0,0.0,94.95,,,,8.1,0.0,0.0
400000005016441946,400000005016425584,c03a842d-d1f8-482f-989a-8ca68b0d7d82,Calamari Salad,Food,[],false,1.0,15.50,14.50,,15.5,0.0,0.0,0.0,15.5,,,,1.32,0.0,0.0
400000005016441948,400000005016425584,dcb26583-22ca-466a-91c7-54babe88ceb4,Shrimp Salad,Food,[],false,19.0,12.80,12.75,,243.25,0.0,0.0,12.75,243.25,,,,20.79,0.0,0.0
400000005016461070,400000005016425584,1e8fb0af-eb1f-4b71-8d65-09bb7517faa6,Plain Salad,Food,[],false,6.0,12.75,10.00,,76.5,5.0,0.0,0.0,71.5,,,,6.08,0.0,0.0
400000005178588599,400000005016425584,b885e4a7-1a7c-402d-bd5b-bfdb3779b388,Fried Vegan Chik'n Salad,Food,[],false,9.0,11.99,11.55,,107.95,7.28,0.0,0.0,100.67,,,,8.55,0.0,0.0
400000005016463807,400000005016425592,7f36324d-2494-4cf9-afa4-5e6a333cb7e1,Beer Battered Cod Brioche,Food,[],false,9.0,11.50,11.50,,103.5,0.0,0.0,0.0,103.5,,,,8.82,0.0,0.0
400000005016463809,400000005016425592,d7e6c689-641d-4523-a49d-26469ec376ed,Beer Battered Cod Rice Bowl,Food,[],false,31.0,14.08,13.95,,436.45,0.0,0.0,13.95,436.45,,,,37.22,0.0,0.0
400000018176035676,400000005016425592,46c52e04-697f-4292-941e-018933dcd49a,Rice Bar CATER,Food,[],false,13.0,13.00,13.00,,169.0,0.0,0.0,0.0,169.0,,,,14.39,0.0,0.0
400000018176049041,400000005016425592,8781c62b-82d2-4c7a-a03c-97e32b8a8c91,Salad Bar CATER,Food,[],false,20.0,13.00,13.00,,260.0,0.0,0.0,0.0,260.0,,,,22.14,0.0,0.0
400000018176076066,400000005016425592,5c0e3636-144f-45b7-920d-258e3f77f26c,Full Banh Mi CATER,Food,[],false,25.0,12.00,12.00,,300.0,0.0,0.0,0.0,300.0,,,,25.55,0.0,0.0
400000018288496998,400000005016425592,7f383eae-66f1-40a0-8dfd-84e1d4e8f852,Beer Battered Cod Salad,Food,[],false,1.0,12.95,12.95,,12.95,0.0,0.0,0.0,12.95,,,,1.1,0.0,0.0
400000005016443521,400000005016425594,b9842a26-bc84-4a40-9818-9b6708d991a9,Easy Egg,Food,[],false,10.0,1.50,1.50,,15.0,6.0,0.0,0.0,9.0,,,,0.74,0.0,0.0
400000005016443523,400000005016425594,968ef217-29d6-4d82-a470-a0e574d3aa32,2 Easy Eggs,Food,[],false,1.0,3.00,3.00,,3.0,1.5,0.0,0.0,1.5,,,,0.13,0.0,0.0
400000005016443527,400000005016425594,b1c918e8-9d4e-464e-a074-d59d04858465,Kung Pao Pork,Food,[],false,5.0,4.00,4.00,,20.0,6.0,0.0,0.0,14.0,,,,1.19,0.0,0.0
400000005016443529,400000005016425594,5d14c58a-c0dc-450a-a16a-8842f826447b,Pesto Chicken,Food,[],false,6.0,3.00,3.00,,18.0,3.0,0.0,0.0,15.0,,,,1.29,0.0,0.0
400000005016443531,400000005016425594,8c484ce2-d22c-427b-9381-de401ce03c3b,Fried Chicken,Food,[],false,5.0,3.00,3.00,,15.0,4.5,0.0,3.0,10.5,,,,0.91,0.0,0.0
400000005016443533,400000005016425594,452cf64f-8884-4550-b994-bb541f66a808,Ginger Fritters,Food,[],false,4.0,3.00,3.00,,12.0,1.5,0.0,0.0,10.5,,,,0.91,0.0,0.0
400000005016443535,400000005016425594,a8a742dc-eefd-44f8-8128-b85d8b1179f3,Soy Dijon Portobello,Food,[],false,1.0,4.50,4.50,,4.5,0.0,0.0,0.0,4.5,,,,0.38,0.0,0.0
400000005016443539,400000005016425594,92d4301c-c4e0-445b-943f-ea39aedf9ba4,Candied Bacon,Food,[],false,5.0,4.50,4.50,,22.5,2.25,0.0,0.0,20.25,,,,1.72,0.0,0.0
400000005016443543,400000005016425594,517c67dc-737d-4c64-9cfe-997a612095c5,Garlic Shrimp,Food,[],false,1.0,6.50,6.50,,6.5,0.0,0.0,0.0,6.5,,,,0.55,0.0,0.0
400000005016443545,400000005016425594,395d70a2-686c-4b65-82ce-f33f3b7ae1c3,Side Calamari,Food,[],false,1.0,7.50,7.50,,7.5,0.0,0.0,0.0,7.5,,,,0.64,0.0,0.0
400000005016443547,400000005016425594,faf67cb8-682b-401a-a861-65687cbeecd5,Thai Chili Aioli,Food,[],false,11.0,1.00,1.00,,11.0,0.0,0.0,0.0,11.0,,,,0.96,0.0,0.0
400000005016443549,400000005016425594,b3e0a0d8-9fd5-43b5-8011-57db034f2922,Roasted Jalapeno  Aioli,Food,[],false,6.0,1.00,1.00,,6.0,0.0,0.0,0.0,6.0,,,,0.53,0.0,0.0
400000005016444351,400000005016425594,c62939d7-1cb4-4864-8b6f-0ec582574edf,Cilantro Pesto Aioli,Food,[],false,7.0,1.00,1.00,,7.0,0.0,0.0,0.0,7.0,,,,0.61,0.0,0.0
400000005016444355,400000005016425594,e5e32099-5a1b-46bc-9843-3eeed71e9eca,Kimchi Vinaigrette,Food,[],false,2.0,1.00,1.00,,2.0,0.0,0.0,0.0,2.0,,,,0.18,0.0,0.0
400000005016444365,400000005016425594,18b9092e-51f6-41f0-b1f2-40444ed18dfd,Sweet Chili Sauce,Food,[],false,3.0,1.00,1.00,,3.0,0.0,0.0,0.0,3.0,,,,0.26,0.0,0.0
400000005016445523,400000005016425594,1f10e2fa-9cb0-42f0-a7bc-4a8d8a72b2c9,Ranch,Food,[],false,1.0,1.00,1.00,,1.0,0.0,0.0,0.0,1.0,,,,0.09,0.0,0.0
400000005016445527,400000005016425594,daf4aaf7-1cc5-4c53-9340-445925fcdd45,Kimchi,Food,[],false,26.0,1.00,1.00,,26.0,0.5,0.0,0.0,25.5,,,,2.21,0.0,0.0
400000005016445529,400000005016425594,564388ce-5b08-46a9-a0b3-a2433f64a34c,Slaw,Food,[],false,1.0,1.00,1.00,,1.0,0.0,0.0,0.0,1.0,,,,0.09,0.0,0.0
400000005016457364,400000005016425594,ee87f4fe-20fc-4765-ad79-019ec29bd6e2,Scoop Fried Rice,Food,[],false,18.0,5.00,5.00,,90.0,27.5,0.0,0.0,62.5,,,,5.31,0.0,0.0
400000035719708276,400000005016425594,c18d87f4-7fda-4994-9999-d1a34efa0a62,Full Baguette,Food,[],false,26.0,1.00,1.00,,26.0,9.6,0.0,0.0,16.4,,,,1.43,0.0,0.0
400000039260722059,400000005016425594,cae8329b-85b7-430a-b37a-a7c5bc7fe78a,Cod,Food,[],false,3.0,6.00,6.00,,18.0,0.0,0.0,0.0,18.0,,,,1.53,0.0,0.0
400000044497739855,400000005016425594,fb4ccacd-76d6-4024-8047-a99174366afe,Kimchi Pickles,Food,[],false,4.0,1.00,1.00,,4.0,0.0,0.0,0.0,4.0,,,,0.36,0.0,0.0
400000005016438027,400000005016425596,469b505c-24bc-4328-bc44-f103a6910321,Lemon Blueberry Cookie,Food,[],false,75.0,3.50,3.50,,262.5,8.75,0.0,3.5,253.75,,,,21.74,0.0,0.0
400000005016438029,400000005016425596,86d27136-211e-460c-8d84-fe9cc768234c,Chocolate Pretzel Cookie,Food,[],false,120.0,3.50,3.50,,420.0,10.5,0.0,3.5,409.5,,,,35.09,0.0,0.0
400000005016438031,400000005016425596,74691792-6280-4945-9ede-5412549ca72d,Reeses Cookie,Food,[],false,89.0,3.50,3.50,,311.5,36.75,0.0,7.0,274.75,,,,23.55,0.0,0.0
400000005016438035,400000005016425596,a1fc7457-b8d2-449f-9ed6-caaf2d7cbde2,Soft Serve,Food,[],false,60.0,6.00,6.00,,360.0,6.6,0.0,6.0,353.4,,,,30.05,0.0,0.0
400000029764119007,400000005016425596,4ac9c88a-d9dc-4bcb-80c1-0bf9cc95bc69,Caramel White Choc Cookie,Food,[],false,76.0,3.50,3.50,,266.0,7.0,0.0,3.5,259.0,,,,22.19,0.0,0.0
400000005016439008,400000005016426081,8ea044ff-2de1-4d3c-8f0f-6e1831b4a344,Soda,NA Beverage,[],false,985.0,2.95,2.95,,2905.75,8.86,0.0,0.0,2896.89,,,,243.36,0.0,0.0
400000005016439010,400000005016426081,76e2e95f-9737-4008-8cde-50afca03ed78,Iced Tea,NA Beverage,[],false,46.0,2.95,2.95,,135.7,0.0,0.0,0.0,135.7,,,,11.5,0.0,0.0
400000005469634146,400000005016426081,565b4ae9-534e-4dda-a076-96482dd1684b,Bottled Water,NA Beverage,[],false,21.0,2.00,2.00,,42.0,0.0,0.0,0.0,42.0,,,,3.57,0.0,0.0
400000010180111036,400000005016426081,b1dcfdca-1606-47d8-9cea-ca00bbe71f35,water cup,NA Beverage,[],false,824.0,0.00,0.00,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
400000020751826575,400000005016426081,a14169b9-2f6e-4742-b79f-e4340e4057b9,WATER CUP NO MEAL,NA Beverage,[],false,1.0,1.00,1.00,,1.0,0.0,0.0,0.0,1.0,,,,0.09,0.0,0.0
400000046163481670,400000005016426081,09c0115f-a4bb-4976-a586-4c71f56ee6ed,SODA CAN,NA Beverage,[],false,1.0,1.50,1.50,,1.5,0.0,0.0,0.0,1.5,,,,0.13,0.0,0.0
400000005016439329,400000005016426083,a3887316-f927-4f8b-93ff-5309327e2628,Drafts,Beer,[],false,88.0,6.21,0.00,,546.5,0.0,0.0,0.0,546.5,,,,119.43,0.0,0.0
400000005574125817,400000005016426083,5a1baebc-9d77-428d-b529-3d16d26c89ec,Cans,Beer,[],false,70.0,5.91,0.00,,414.0,0.0,0.0,0.0,414.0,,,,88.74,0.0,0.0
400000005775332661,400000005775332659,44640100-1054-4594-923a-f34769b18b54,To Go Utensils,Food,[],false,14.0,0.00,0.00,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
400000005775332665,400000005775332659,342ad3f8-d851-442f-ad54-2ab944605da4,Soy Packet,Food,[],false,2.0,0.00,0.00,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
400000008223643312,400000008223543184,645962fd-667b-4e46-88fa-4ff460effa5e,Yin Yang Hoodie XL,Retail,[],false,2.0,15.00,15.00,,30.0,0.0,0.0,0.0,30.0,,,,2.56,0.0,0.0
400000031133064021,400000008223543184,4d4952a2-0e1d-480f-b33f-c87f6cbd2f21,Yin Yang 2xl,Retail,[],false,1.0,15.00,15.00,,15.0,0.0,0.0,0.0,15.0,,,,1.28,0.0,0.0
