masterId,parentId,itemGuid,Item,Sales Category,Item tags,Deferred,Qty sold,Avg. price,Avg. item price (not incl. mods),Item COGS,Gross sales,Discount amount,Refund amount,Void amount,Net sales,COGS,Gross profit,Gross margin (%),Tax,Waste count,Waste amount
"",,,,,,,5525.0,8.36,7.80,,46205.90,656.59,77.35,76.05,45471.96,,,,3967.97,0.0,0.0
400000005016435301,400000005016425582,c4464422-b60f-46cb-9cdc-f1aee0108a36,Large Kimchi Fry,Food,[],false,265.0,13.37,10.96,,3544.0,30.5,11.0,0.0,3502.5,,,,297.34,0.0,0.0
400000005016435303,400000005016425582,06af090d-dfec-4bb5-be16-42e7f5bde29b,Small Kimchi Fry,Food,[],false,317.0,9.68,8.00,,3070.0,25.8,0.0,8.0,3044.2,,,,258.92,0.0,0.0
400000005016435305,400000005016425582,e216a4df-b696-4c10-b08e-a0d64c2d4e45,Large Plain Fry,Food,[],false,42.0,6.25,6.00,,262.5,9.0,0.0,0.0,253.5,,,,21.58,0.0,0.0
400000005016435307,400000005016425582,37f85d67-424e-4320-98f1-892e08cac347,Small Plain Fry,Food,[],false,97.0,4.25,4.00,,412.0,20.0,0.0,4.0,392.0,,,,33.33,0.0,0.0
400000005016435309,400000005016425582,acffddd8-08b8-4cec-af00-cf9e308392fc,Spring Rolls,Food,[],false,141.0,6.51,6.50,,918.0,7.15,0.0,0.0,910.85,,,,77.14,0.0,0.0
400000005016435313,400000005016425582,af231502-25f8-4a29-87c8-4ef41c10e246,Calamari App,Food,[],false,24.0,18.00,18.00,,432.0,0.0,0.0,0.0,432.0,,,,36.72,0.0,0.0
400000005016435317,400000005016425582,bbdec03e-9fba-4cb5-9102-f8e066a79a4c,Fritter App,Food,[],false,25.0,6.54,6.50,,163.5,0.0,0.0,0.0,163.5,,,,13.84,0.0,0.0
400000005016435319,400000005016425582,8fe98cba-be53-450d-b257-c962f67d7789,Children's Popcorn Chicken,Food,[],false,91.0,5.97,5.95,,543.45,41.71,0.0,0.0,501.74,,,,42.87,0.0,0.0
400000005016435321,400000005016425582,d0759de4-06f5-499b-bfe8-ab80c6bf88fb,Adult Popcorn Chicken,Food,[],false,61.0,9.05,8.95,,551.95,33.36,0.0,0.0,518.59,,,,44.04,0.0,0.0
400000005016435323,400000005016425582,14487ae4-73a4-4321-ac69-7b4fba0061ca,Wonton Chips,Food,[],false,7.0,1.50,1.50,,10.5,0.0,0.0,10.5,10.5,,,,0.91,0.0,0.0
400000005016441268,400000005016425588,f8498140-bcb1-4607-842b-6a4fff13a395,Fried Chicken Banh Mi,Food,[],false,161.0,11.75,11.48,,1891.55,0.0,11.55,0.0,1880.0,,,,159.61,0.0,0.0
400000005016441270,400000005016425588,d0a9b052-8719-470e-b105-4ff4e51c0880,Fritter Banh Mi,Food,[],false,22.0,10.64,10.55,,234.1,10.56,0.0,0.0,223.54,,,,19.06,0.0,0.0
400000005016441272,400000005016425588,dfd0d51b-be04-4422-8a1f-53ac569f81e5,Portobello Banh Mi,Food,[],false,18.0,11.63,10.55,,209.4,29.15,0.0,0.0,180.25,,,,15.37,0.0,0.0
